供应商ID,年平均订货量,年平均供货量,供货稳定性系数,订单满足率,交易频率,订单增长系数
S348,33421.8,18484.2,5631031.918333334,0.5530581835807766,0.7333333333333333,-7516.9
S349,9.6,8.4,0.099375,0.875,0.0,0.8
S350,246.6,7.8,795.9827083333334,0.031630170316301706,0.0,-172.4
S351,7.8,8.8,0.03706597222222221,1.1282051282051282,0.0,0.4
S352,17860.0,17806.2,872.2145659722223,0.9969876819708846,1.0,3777.0
S353,11.8,13.6,0.09442708333333337,1.152542372881356,0.004166666666666667,0.4
S354,468.0,11.4,2444.816510416667,0.02435897435897436,0.004166666666666667,-318.9
S355,190.0,6.2,685.6499826388887,0.03263157894736842,0.008333333333333333,-99.5
S356,26522.4,26061.4,11082.614149305555,0.9826184659005218,1.0,-1433.4
S357,41.2,44.0,0.7465972222222222,1.0679611650485437,0.0375,-7.4
S358,5.8,6.8,0.18706597222222227,1.1724137931034482,0.004166666666666667,-2.9
S359,37.0,17.2,20.792343750000022,0.4648648648648649,0.020833333333333332,-18.9
S360,86.6,81.0,10.011388888888884,0.9353348729792148,0.041666666666666664,-8.8
S361,66690.4,65616.0,34705.69472222221,0.9838897352542495,1.0,-2169.2
S362,16.0,18.2,0.05206597222222222,1.1375,0.0,2.7
S363,19.2,11.2,2.0222222222222217,0.5833333333333334,0.0125,-4.2
S364,5806.0,5752.6,2592.9331770833332,0.9908026179813986,1.0,-107.0
S365,8192.0,8326.2,114.4208159722222,1.0163818359375,1.0,-76.0
S366,12.6,9.8,0.05493055555555555,0.7777777777777778,0.0,1.1
S367,5528.0,5267.0,3605.479427083333,0.9527858176555717,1.0,-229.0
S368,25.8,17.2,4.122065972222223,0.6666666666666666,0.020833333333333332,-15.3
S369,422.0,29.2,1455.0163888888887,0.06919431279620854,0.029166666666666667,-261.7
S370,73.8,11.6,368.49164930555537,0.15718157181571815,0.004166666666666667,30.6
S371,577.6,10.8,5366.238263888891,0.018698060941828253,0.008333333333333333,309.2
S372,159.4,5.8,791.985,0.03638644918444166,0.004166666666666667,93.4
S373,154.6,6.0,396.97831597222233,0.03880983182406209,0.0,-114.0
S374,9722.6,9844.8,7.772899305555556,1.0125686544751404,0.5958333333333333,9247.2
S375,99.6,22.4,121.22159722222224,0.2248995983935743,0.004166666666666667,-58.7
S376,149.8,71.6,429.60831597222216,0.4779706275033378,0.016666666666666666,44.0
S377,17.0,14.2,0.17993055555555557,0.8352941176470589,0.008333333333333333,0.6
S378,43.4,9.8,81.36833333333334,0.22580645161290322,0.004166666666666667,0.9
S379,43.8,49.8,0.334375,1.1369863013698631,0.025,-28.0
S380,402.0,17.0,6787.65373263889,0.04228855721393035,0.025,154.8
S381,41.2,40.2,7.270399305555557,0.9757281553398058,0.03333333333333333,-15.0
S382,48.8,5.6,165.97333333333327,0.11475409836065574,0.0,39.2
S383,28.8,29.4,0.7290104166666668,1.0208333333333333,0.03333333333333333,-7.2
S384,21.4,17.8,0.2610416666666666,0.8317757009345794,0.016666666666666666,4.8
S385,51.8,10.6,25.93826388888891,0.20463320463320464,0.004166666666666667,-29.2
S386,22.0,23.8,0.24442708333333338,1.0818181818181818,0.020833333333333332,0.3
S387,409.8,6.6,3192.731666666667,0.016105417276720352,0.008333333333333333,307.6
S388,102.2,22.8,663.9928993055561,0.22309197651663404,0.025,42.6
S389,105.0,13.8,432.48166666666674,0.13142857142857142,0.008333333333333333,44.1
S390,51.4,13.2,95.22914930555557,0.25680933852140075,0.008333333333333333,-26.0
S391,180.0,14.0,300.673263888889,0.07777777777777778,0.008333333333333333,-130.5
S392,67.6,82.4,0.3882638888888888,1.2189349112426036,0.05,-1.0
S393,14.4,6.6,0.31109375,0.4583333333333333,0.004166666666666667,-4.2
S394,171.6,28.8,260.5827083333333,0.16783216783216784,0.0375,-111.7
S395,21087.2,15168.6,737308.4199826389,0.7193273644675443,0.29583333333333334,-1921.7
S396,210.4,7.6,409.78270833333323,0.03612167300380228,0.0,-145.2
S397,12.0,10.4,0.032222222222222215,0.8666666666666667,0.0,-1.7
S398,39.8,8.2,40.52493055555555,0.20603015075376885,0.0,-29.3
S399,57.2,13.0,161.07289930555555,0.22727272727272727,0.0,19.0
S400,161.2,10.6,308.6769270833334,0.06575682382133995,0.008333333333333333,-124.0
S401,40.0,13.4,41.73039930555558,0.335,0.008333333333333333,0.7
S402,191.6,7.0,333.48873263888896,0.03653444676409186,0.004166666666666667,-143.7
