供应商ID,W001,W002,W003,W004,W005,W006,W007,W008,W009,W010,W011,W012,W013,W014,W015,W016,W017,W018,W019,W020,W021,W022,W023,W024
S340,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666,716.6666666666666
S341,,,,,,,,,,,,,,,,,,,,,,,,
S342,,,,,,,,,,,,,,,,,,,,,,,,
S343,,,,,,,,,,,,,,,,,,,,,,,,
S344,,,,,,,,,,,,,,,,,,,,,,,,
S345,,,,,,,,,,,,,,,,,,,,,,,,
S346,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333,102.95833333333333
S347,,,,,,,,,,,,,,,,,,,,,,,,
S348,,,,,,,,,,,,,,,,,,,,,,,,
S349,,,,,,,,,,,,,,,,,,,,,,,,
S350,,,,,,,,,,,,,,,,,,,,,,,,
S351,,,,,,,,,,,,,,,,,,,,,,,,
S352,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333,372.0833333333333
S353,,,,,,,,,,,,,,,,,,,,,,,,
S354,,,,,,,,,,,,,,,,,,,,,,,,
S355,,,,,,,,,,,,,,,,,,,,,,,,
S356,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001,552.5500000000001
S357,,,,,,,,,,,,,,,,,,,,,,,,
S358,,,,,,,,,,,,,,,,,,,,,,,,
S359,,,,,,,,,,,,,,,,,,,,,,,,
S360,,,,,,,,,,,,,,,,,,,,,,,,
S361,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332,1389.3833333333332
S362,,,,,,,,,,,,,,,,,,,,,,,,
S363,,,,,,,,,,,,,,,,,,,,,,,,
S364,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333,120.95833333333333
S365,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666,170.66666666666666
S366,,,,,,,,,,,,,,,,,,,,,,,,
S367,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667,115.16666666666667
S368,,,,,,,,,,,,,,,,,,,,,,,,
S369,,,,,,,,,,,,,,,,,,,,,,,,
S370,,,,,,,,,,,,,,,,,,,,,,,,
S371,,,,,,,,,,,,,,,,,,,,,,,,
S372,,,,,,,,,,,,,,,,,,,,,,,,
S373,,,,,,,,,,,,,,,,,,,,,,,,
S374,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667,202.55416666666667
S375,,,,,,,,,,,,,,,,,,,,,,,,
S376,,,,,,,,,,,,,,,,,,,,,,,,
S377,,,,,,,,,,,,,,,,,,,,,,,,
S378,,,,,,,,,,,,,,,,,,,,,,,,
S379,,,,,,,,,,,,,,,,,,,,,,,,
S380,,,,,,,,,,,,,,,,,,,,,,,,
S381,,,,,,,,,,,,,,,,,,,,,,,,
S382,,,,,,,,,,,,,,,,,,,,,,,,
S383,,,,,,,,,,,,,,,,,,,,,,,,
S384,,,,,,,,,,,,,,,,,,,,,,,,
S385,,,,,,,,,,,,,,,,,,,,,,,,
S386,,,,,,,,,,,,,,,,,,,,,,,,
S387,,,,,,,,,,,,,,,,,,,,,,,,
S388,,,,,,,,,,,,,,,,,,,,,,,,
S389,,,,,,,,,,,,,,,,,,,,,,,,
S390,,,,,,,,,,,,,,,,,,,,,,,,
S391,,,,,,,,,,,,,,,,,,,,,,,,
S392,,,,,,,,,,,,,,,,,,,,,,,,
S393,,,,,,,,,,,,,,,,,,,,,,,,
S394,,,,,,,,,,,,,,,,,,,,,,,,
S395,,,,,,,,,,,,,,,,,,,,,,,,
S396,,,,,,,,,,,,,,,,,,,,,,,,
S397,,,,,,,,,,,,,,,,,,,,,,,,
S398,,,,,,,,,,,,,,,,,,,,,,,,
S399,,,,,,,,,,,,,,,,,,,,,,,,
S400,,,,,,,,,,,,,,,,,,,,,,,,
S401,,,,,,,,,,,,,,,,,,,,,,,,
S402,,,,,,,,,,,,,,,,,,,,,,,,
