budget,genres,keywords,popularity,release_date,revenue,runtime,title,vote_average,vote_count,cast,crew,adapted
50000000,"Action,Drama,Science Fiction,Thriller","river,general,research,army,serum,monkey,epidemic,medical research",30.397496,1995/3/10,189859560,127.0,Outbreak,6.3,513,"Sam Daniels,Robby Keough,Billy Ford,Casey Schuler,Salt,Donald McClintock,Jimbo Scott,Dr. Julio Ruiz,Dr. Raswani,Dr. Benjamin Iwabi,Dr. Mascelli,Lt. Col. Briggs,California Governor,Dr. Lisa Aronson",Wolfgang Petersen,0
50000000,"Action,Thriller,Mystery","airplane,conspiracy,airplane crash,cell phone,hijack,one night,mystery killer",83.295796,2014/1/26,222809600,106.0,Non-Stop,6.8,2268,"Bill Marks,Jen Summers,Tom Bowen,Nancy,Zack White,Austin,Gwen,Kyle Rice,David McMillan,Agent Marenick,Dr. Fahim Nasir,Jack Hammond,Becca,Travis Mitchell,Charles Wheeler,Iris Marianne,Herve Philbert,David Norton,Emily Norton,Older Women,Steward,German Father,German Son,Michael Tate,NY1 Anchor,NY1 Reporter,Tilkynna 3 Reporter,Pundit",Jaume Collet-Serra,0
50000000,"Adventure,Family,Fantasy,Science Fiction,Thriller,Action","spacecraft,laser,teleportation,telekinesis,alien,military,duringcreditsstinger,supernatural power,mountain",23.935053,2009/3/12,106303988,98.0,Race to Witch Mountain,5.5,509,"Jack Bruno,Sara,Seth,Dr. Alex Friedman,Pope,Tina,Natalie Gann,Burke,Matheson,Carson,Siphon,Lloyd,Dominick,Chuck,Dr. Donald Harlan,Sheriff Antony,Eddie,Analyst D. Pleasence,Frank,Marty,Matt,Imperial Stormtrooper Ciardi,Imperial Stormtrooper Gray,Stenftenagel,Gallagher,Four-Star General V. Lewton,General E. Albert,Casey Taylor,Gail Ross,Oren Bergman,Sunday,Herself (Brokedown Cadillac),Himself (Brokedown Cadillac),Himself (Brokedown Cadillac),Himself (Brokedown Cadillac),Himself (Brokedown Cadillac),Iscovich,Police Officer Hough,Frankie Valet,Teddy Tentacles,Hendricks,Ray,Shira the UFO Huntress,Fem-Alien #1,Fem-Alien #2",Andy Fickman,0
54000000,"Action,Thriller,Fantasy","detective,vatican,fascism,satanism,fascist,dystopia,government,chancellor,revenge,personification of satan,torture,hatred,masked vigilante,catholicism,catholic priest,catholic guilt,jesuit,vengeful spirit,activist,irish catholic,vengeful,jesuit priest,gnosticism,occultism",84.630969,2006/3/15,132511035,132.0,V for Vendetta,7.7,4442,"Evey Hammond,V / William Rookwood,Chief Inspector Eric Finch,Gordon Deitrich,Chancellor Adam Sutler,Creedy,Valerie Page,Dominic,Lewis Prothero,Dascomb,Delia Surridge,Etheridge,Bishop Lilliman,Young Valerie Page,Guy Fawkes,Guy Fawkes Lover,Tweed Coat Fingerman,Willy Fingerman,Baldy Fingerman,Little Glasses Girl,Heyer,Patricia,BTN News Poppet,BTN News Poppet,Fred,Storm Saxon,Laser Lass,Wardrobe Mistress,Security Guard,Little Glasses Girl Dad,Barfly,Old Man,Old Man,Middle Class Mum,Jones,Major Wilson,Young Evey,Evey's Mother,Evey's Father,Bureaucrat,Denis,Operator,Operator,Biology Teacher,Sarah,Valerie's Father,Valerie's Mother,Ruth,Tube Station News Poppet,Young Man,Civil War News Poppet,Water Shortage News Poppet,Avian Flu News Poppet,Three Waters News Poppet,Surveillance Man,Finch's Fedco Man,Convenience Store V,Little Glasses Girl Fingerman,Victoria Station Fingerman,Parliament Lieutenant,Parliament General,Radio Man,Soldier (uncredited),V Follower (uncredited),V Follower (uncredited),V Follower (uncredited),V Follower (uncredited),Soldier (uncredited),Soldier (uncredited),Soldier (uncredited),Soldier (uncredited),Marshal (uncredited),V Street Vigilante (uncredited),V Army Member (uncredited),Bodyguard (uncredited),Policeman (uncredited),Creedy Guard (uncredited)",James McTeigue,0
50000000,"Action,Adventure,Comedy,Western","london england,indian territory,emperor,revenge,murder,arrow,duringcreditsstinger,imperial seal",16.251204,2003/2/6,88323487,115.0,Shanghai Knights,6.0,692,"Chon Wang,Roy O’Bannon,Chon Lin,Charlie Chaplin,Lord Nelson Rathbone,Wu Chow,Prostitute,The Mayor,Debutante,Debutante,Server,Master at Arms,Chon Wang's Father,Queen Victoria,Cigarette Girl,Head Waiter,Deputy,Lead Boxer Liu,Debutante #3,Palace Guard,Jack the Ripper,Artie Doyle,Front Desk Clerk,Fagin #1,Street Preacher,Shotgun,Waiter,Lord Chancellor,Fagin #2,Newspaper Boy,Rathbone Guard,Rathbone Guard #2,Palace Guard,Old Man with Cane,Old Couple, Man,Old Couple, Woman,Palace Guard with Rifle,Toothless Flower Girl,Debutante #4,Cleopatra Model,Harpist,Quartet,Quartet,Quartet,Quartet,Additional ADR Voice,Imperial Guard",David Dobkin,0
50000000,"Adventure,Animation,Comedy,Family","museum,product placement,balloon,jungle,monkey,family,prediction,cargo ship,curiosity",9.894346,2006/2/10,69834815,86.0,Curious George,6.2,106,"Ted - Man with the Yellow Hat (voice),Maggie (voice),Junior (voice),Clovis (voice),Mr. Bloomsberry (voice),George (voice),Ms. Plushbottom (voice),Ivan (voice),Animal Control Receptionist (voice),Manager (voice),Salesman (voice),Balloon Man (voice),Edu (voice),Kid (voice),Kid (voice),Kid (voice),Kid (voice),Kid (voice),Kid (voice),Kid (voice),Kid (voice),Kid (voice),Seen It Cab Driver (voice)",Matthew O'Callaghan,0
50000000,"Comedy,Family,Adventure,Fantasy,Romance","car race,victory,car,nascar,woman director",12.050755,2005/6/22,66002004,101.0,Herbie Fully Loaded,5.1,542,"Maggie Peyton,Ray Peyton Sr.,Trip Murphy,Ray Peyton Jr.,Kevin,Sally,Crash,Augie,Larry Murphy,Charisma,Crazy Dave,Beeman,Juan Hernandez,Miguel Hernandez,Jimmy D.,Girlfriend",Angela Robinson,0
50000000,Thriller,"cemetery,diamant,suspense,psychiatrist,killer",11.596207,2001/9/28,100020092,113.0,Don't Say a Word,6.0,220,"Nathan R. Conrad,Patrick Koster,Elisabeth Burrows,Jessie Conrad,Dolen,Detective Sandra Cassidy,Russel Maddox,Sydney Simon,Max Dunlevy,Jake,Arnie,Aggie Conrad,Dr. Louis Sachs,Leon Edward Croft,Jonathan,Ryan",Gary Fleder,0
50000000,"Fantasy,Horror,Action","witch,black magic,steampunk,good vs evil,troll,extreme violence,violence,witchcraft,evil,witch hunt,witch hunter,evil witch,duringcreditsstinger,hansel and gretel,guns,3d",53.02787,2013/1/17,224803475,88.0,Hansel & Gretel: Witch Hunters,5.7,3239,"Hansel,Gretel,Muriel,Mina,Edward,Berringer,Ben,Horned Witch,Tall Witch,Red Haired Witch,Candy Witch,Desert Witch,Tracker Jonathan,Father,Adrianna,Young Hansel,Young Gretel,Deputy,Deputy,Gamekeeper,Tracker William,Mute Tracker,Bürgermeister Englemann",Tommy Wirkola,0
50000000,"Thriller,Drama","adultery,infidelity,eroticism,literature,lover,new york city,erotic thriller",14.382253,2002/5/10,119137784,124.0,Unfaithful,6.3,276,"Ed Sumner,Constance ""Connie"" Sumner,Paul Martel,Charlie Sumner,Detective Dean,Frank Wilson,Tracy,Bill Stone,Detective Mirojnick,Gloria,Lindsay,Sally",Adrian Lyne,0
50000000,"Action,Thriller,Science Fiction,Adventure","secret identity,alien,teenage boy,teenage hero,alien teenager,interspecies romance,based on young adult novel,superpowers",43.450266,2011/2/18,144492830,109.0,I Am Number Four,5.9,1567,"John Smith / Number Four,Henri Smith,Number Six / Maren Elizabeth,Sarah Hart,Sam Goode,Mark James,Mogadorian Commander,Mr. Simms,Kevin,Nicole,Sherriff James,Number 3,Number 3's Guardian,Receptionist,Frank,Bret,Girl on Street,Sam's Stepdad,Mr. Berhman,Physics Teacher,Sarah's Dad,Sarah's Mom,Sarah's Brother,Demented Farmer,Drew,Kern,Teen At Party,MOG Warrior,MOG Warrior,MOG Warrior,MOG Warrior,MOG Warrior,MOG Warrior,MOG Warrior,Tuck (uncredited),Sam's Mom (scenes deleted) (uncredited),Girl in Car (uncredited),Supermarket Cashier (uncredited),Cheerleader / Party Guest (uncredited),High School Student (uncredited),Carnival Patron (uncredited),Friend (uncredited),Sheriff Deputy (uncredited),Student / Party Boy (uncredited),Neighbor (uncredited),News Reporter (uncredited),Girl in Classroom (uncredited),Carnival Patron (uncredited),Teen #1 (uncredited)",D.J. Caruso,1
50000000,"Drama,Thriller","anti terror,bomb,assassination,middle east,lebanon,cia,capitalism,globalization,loss of son,persia,war against terror,energy policy,petrol",16.871194,2005/11/23,94000000,128.0,Syriana,6.3,451,"Bob Barnes,Bryan Woodman,Bennett Holiday,Jimmy Pope,Julie Woodman,Stan,Dean Whiting,Prince Nasir Al-Subaai,Arash,Mohammed Sheik Agiza,Tommy Barton,Sydney Hewitt,Riley Woodman,Max Woodman,Rebecca,Leland ""Lee"" Janus,Bryan's Boss,Wasim Khan,Vincent,Saleem Ahmed Khan,Pakistani Translator,Chinese Engineer,Division Chief,Robby Barnes,Emir Hamed Al-Subaai,Prince Meshal Al-Subaai,Farooq,Danny Dalton,Mussawi,Nasir's Wife,CIA Chairwoman",Stephen Gaghan,0
50000000,"Action,Drama,History,Thriller,War","based on novel,assault rifle,mercenary,libya,biography,based on true story,heroism,explosion,american abroad,death,21st century,cia agent,u.s. ambassador",42.526529,2016/1/13,69411370,144.0,13 Hours: The Secret Soldiers of Benghazi,7.0,938,"Tyrone 'Rone' Woods,Jack Silva,Mark 'Oz' Geist,Kris 'Tanto' Paronto,Glen 'Bub' Doherty,John 'Tig' Tiegen,Chris Stevens,Dave 'Boon' Benton,Sona Jillani,Brit Vayner,Bob,Amahl,DS Scott Wickland,DS Agent Dave Ubben,Sean Smith,DS Alec,Becky Silva,Emily Silva,Beverly Silva,Azaan,CIA Agent,Actress,Chief's Assistant,Viper,Delta 1,Delta Operator,Defence Attaché,CIA Annex Cook,CIA Agent,DS Vincent,DS Wesley,Fahreed,Hesham",Michael Bay,1
50000000,"Romance,Animation,Adventure,Comedy,Family,Fantasy","love triangle,afterlife,day of the dead,bullfighting",34.890999,2014/10/1,97437106,95.0,The Book of Life,7.3,755,"Manolo (voice),Joaquin (voice),Maria (voice),Mary Beth (voice),Chato (voice),Pancho Rodriguez (voice),Pepe Rodriguez (voice),Xibalba (voice),La Muerte (voice),Carmen Sánchez (voice),Adelita / Nina (voice),Chakal (voice),Candle Maker (voice),Carlos Sanchez (voice),Skeleton Luis (voice),General Posada / Dali / Chuy (voice),Young Manolo (voice),Young Joaquin,Young Maria (voice),Skeleton Jorge (voice),Grandmother (voice) (as Grey Griffin),Goth Kid / Orphan,Land of the Remembered Captain (voice),Goya / Dali (voice),Pablo Rodriguez (voice),Sanjay,Skeleton Carmelo (voice),",Jorge R. Gutierrez,0
45000000,Thriller,"bank,technology,blackmail,hacker,seattle,computer hacker,firewall",18.186026,2006/2/10,82800000,105.0,Firewall,5.6,267,"Jack Stanfield,Bill Cox,Beth Stanfield,Sarah Stanfield,Andy Stanfield,Janet Stone,Gary Mitchell,Harry,Arlin Forester,Bobby,Betty,Rich,Ravi,Laurie,Bank Employee #1,Bank Employee #2,Doorman,Liam,Pim",Richard Loncraine,0
50000000,"Crime,Drama,Thriller","corruption,assassination,washington d.c.,rape,white house,usa president,daughter,government,suspense,secret service,secret service agent",13.576765,1997/2/14,50068310,121.0,Absolute Power,6.4,223,"Luther Whitney,President Allen Richmond,Seth Frank,Bill Burton,Kate Whitney,Gloria Russell,Tim Collin,Art Student,Christy Sullivan,Walter Sullivan,Michael McCarty",Clint Eastwood,1
50000000,"Action,Drama","poem,middle east,helicopter,satellite,navy,sexism,war,army,sexual harassment,navy seal,feminist,soldier,commando,mental health,drill instructor,military,u.s. military,army base,reconnaissance,sexual discrimination",19.434672,1997/8/22,48169156,125.0,G.I. Jane,6.0,395,"Lieutenant Jordan O'Neil,Master Chief John James Urgayle,Senator Lillian DeHaven,Royce,Theodore Hayes,Stabschef,Sergeant Max Pyro,Sergeant Johns,Sergeant Cortez,McCool,F. Lee Montgomery,Slov,Wick,Newberry",Ridley Scott,0
50000000,"Drama,Thriller,Mystery","brother brother relationship,birthday,danger of life,birthday party,surprising",62.925175,1997/9/12,109423648,129.0,The Game,7.5,1506,"Nicholas Van Orton,Conrad Van Orton,Christine,Jim Feingold,Airbag EMT Beltran,Elizabeth,Anson Baer,Ilsa,Young Nicholas,Maria,Himself,Power Executive,Nicholas' Father,Maggie,Samuel Sutherland,Nicholas' Mother,Cynthia, CRS Receptionist,New Member Ted,New Member Victor,CRS Data Collating Technician,Obsequious Executive,Solicitor / Taxi Driver,Rattle Gatherer,Man in Airport,Ankles,City Club Maitre D',Officer Hicks,Pickpocket,Nikko Hotel Manager,Nikko Hotel Bellhop,Nikko Hotel Maid,Shady Private Investigator,Kaleigh Baer,Lieutenant Sullivan,Detective Boyle,Christine's Roomate Amy,Assassin Brodi,Assassin Kartmann,U.S. Embassy Counselor,Sheraton Desk Clerk,Sheraton Manager,Hot Waitress,Teen Thug,New Moon Cafe Manager,CRS Guard,Airbag EMT Galliano",David Fincher,0
50000000,"Horror,Mystery","monster,mother role,burning of witches,fog,suffering,darkness,sadism,supernatural,revenge,surrealism,gore,survival,good vs evil,blood,another dimension,torture,creature,violence,demon,witch burning,based on video game,dismemberment,religious fanatic,ghost town,sleepwalking",32.927994,2006/4/21,97607453,125.0,Silent Hill,6.3,1067,"Rose Da Silva,Christopher Da Silva,Cybil Bennett,Dahlia Gillespie,Officer Thomas Gucci,Anna,Christabella,Sharon/Alessa,Archivist,Old Mechanic,Young Police Officer,Sister Margaret,Gas Attendant,Distressed Woman,Red Pyramid/Janitor/Colin,Christabella's Aide",Christophe Gans,1
50000000,Comedy,"wife husband relationship,sequel,family reunion,masturbation,scat,high school reunion,quitting a job,milf,duringcreditsstinger",39.920035,2012/4/4,234989584,113.0,American Reunion,6.1,1611,"Jim Levenstein,Michelle Flaherty-Levenstein,Steve Stifler,Chris 'Oz' Ostreicher,Kevin Myers,Victoria 'Vicky' Lathum,Heather,Paul Finch,John,Stifler's Mom,Jim's Father,Jessica,Selena,Mia,Kara,Nadia,Chuck Sherman,Justin,Celebrity Dance-Off Host,Jim's Mother,Finch's Mother,Kyle","Jon Hurwitz,Hayden Schlossberg",0
50000000,"Action,Adventure,Crime,Drama,Mystery,Thriller","corruption,hostage,pension,innocence,police,hostage-taking,murder,suspense,conspiracy,bullet wound,negotiator",28.725621,1998/7/29,44547681,140.0,The Negotiator,6.8,582,"Lt. Danny Roman,Lt. Chris Sabian,Cdr. Adam Beck,Cdr. Grant Frost,Chief Al Travis,Insp. Terence Niebaum,Maggie,Rudy,Karen Roman,Markus,Palermo,Eagle,Argento,Scott,Hellman,Tonray,Allen,Farley,Omar's Daughter,Chief's Wife,Bartender,Morewitz,Linda Roenick,Linda's Attorney,D.A. Young,Secretary,Taylor,Bell,Tech #1,Lisa Sabian,Stacy Sabian,FBI Agent Grey,FBI Agent Moran,Cale Wangro,Sniper,Agent,Reporter,Reporter,Reporter,Reporter,Camera Man (uncredited),Omar (uncredited),FBI SWAT Officer (uncredited),Nathan Roenick (uncredited),FBI Agent (uncredited),Fire Department Lieutenant (uncredited),Cop (uncredited)",F. Gary Gray,0
50000000,"Action,Thriller","tornado,student,found footage,disaster movie",20.566554,2014/8/6,160602194,89.0,Into the Storm,5.8,817,"Gary Morris,Allison,Pete,Trey,Kaitlyn,Jacob,Donk,Todd White,Donnie,Daryl,Lucas,Reevis,Principal Thomas Walker,Chester,Studious Male,Linda,Grace,Ms. McGee,Road Worker,Teacher (Mrs. Blasky),Cheerleader,Volunteer Fireman,Billy,Marcia,Himself,Himself,Weather Anchor,News Anchor,Preacher,Crying Woman,David Brody,Jenny,Fireman,Sister of Graduate,Sheila O'Neil,Teacher,Friend / Family,Graduating High School Student,Nerd,Teacher,Townsperson,Road Worker,Cell Phone Guy,Tornado Survivor,Brother of Graduate,Tornado Survivor,Graduation Parent,Parent / Rescued Townsperson,Teacher / Fire Chief,Townsperson,Student,Tornado Survivor,Tornado Survivor,Townsperson,Townsperson,Teacher,High School Student,High School Student,Townsperson,Student,Bus Passenger,Graduating High School Student,Townsperson,Sister of Graduate,Teacher,Parent of Graduate,High School Student,Graduation Attendee / Rescued Tonwsperson,Friend,Parent,Graduating Student,Graduation Attendee,High School Student,Parent of Graduate,Teacher,Graduating Student,Townsperson,High School Student,Graduation Attendee,Townsperson,Parent / Townsperson,Graduation Attendee,Townsperson,High School Student,Teacher,Townsperson,Student,High School Student,Tornado Survivor,High School Student,Townsperson,High School Student,Parent,Injured Parent,High School Student,Parent,Farmer,Stunts",Steven Quale,0
50000000,"Action,Comedy,Crime","detective,undercover,security camera,carousel ,investigation,weapon,sequel,rescue,counterfeit,shootout,dirty cop,gunfight,los angeles,explosion,violence,foot chase,framed,car chase,secret service,amusement park,roller coaster,beverly hills,buddy comedy",20.333953,1994/5/24,119208989,104.0,Beverly Hills Cop III,5.5,434,"Axel Foley,Billy Rosewood,Jon Flint,Insp. Douglas Todd,Ellis Dewald,Serge,Steve Fulbright,Janice,Orrin Sanderson,Levine,Giolito,Leppert,Rondell,Pederson,Nixon,McKee,Annihilator Girl,Annihilator Girl,Jailer,Bar Patron,Bar Patron,Disappointed Man,Man at Corner",John Landis,0
50000000,"Comedy,Horror,Fantasy","new york,monster,skyscraper,mutant,restaurant,human animal relationship,mutation,tv station,dying and death,water,research station,fur,bat,current,electric shock,cleverness,gremlin,cowardliness",33.98637,1990/6/15,41482207,106.0,Gremlins 2: The New Batch,6.2,652,"Billy Peltzer,Kate Beringer,Daniel Clamp,Grandpa Fred,Forster,Doctor Catheter,Marla Bloodstone,Sheila Futterman,Mr. Katsuji,Mr. Wing,Microwave Marge,Martin,Lewis,Wally,Murray Futterman,Theatre Manager,Janitor,Employee fired for Smoking,Himself,Himself,Brain Gremlin (voice),Gizmo (voice),Mohawk (voice),Movie Theater Mom,Clamp Center Security Guard,Peggy,John J. Rambo (uncredited)",Joe Dante,0
50000000,Drama,"father son relationship,judge,lawyer",42.472324,2014/10/8,83719388,141.0,The Judge,7.2,1417,"Judge Joseph 'Joe' Palmer,Henry 'Hank' Palmer,Samantha 'Sam' Powell,Glen Palmer,Dale Palmer,Dwight Dickham,Lisa Palmer,Mike Kattan,Lauren Palmer,Judge Warren,Carla Powell,Deputy Hanson,Mrs. Blackwell,C.P. Kennedy,Doc Morris,Eric Palmer",David Dobkin,0
45000000,"Horror,Action,Science Fiction","martial arts,mutant,dystopia,rescue,conspiracy,evil corporation,zombie,based on video game",29.880122,2004/9/10,129394835,94.0,Resident Evil: Apocalypse,6.1,1267,"Alice,Jill Valentine,Carlos Olivera,Major Cain,Angie Ashford,Sgt. Peyton Wells,Dr. Ashford,L.J.,Terri Morales,Nemesis,Nicholai Ginovaeff,Dr. Isaacs,Captain Henderson,Yuri Loginova,Mackenzie,Priest,Mrs. Priest,Marla Mapes,Director,Assistant,Lance Halloran,Overworked Detective,Overworked Sergeant,Sniper,Bum,Home Owner / Scientist,Older Woman,Suit #1,Suit #2,Suit #3,Suit #4,Undead Gaudy Hooker,Burly Cop #1,Burly Cop #2,Tech #1,Tech #2,Undead Little Girl,Undead Little Boy #1,Security Guard,Featured Graveyard Undead 1 (as Derek Asland) / Featured ""Surplus"" Undead #3,Featured Graveyard Undead 2 / Featured Rooftop Undead #2,Chopper Pilot #1,Chopper Pilot #2,Chopper Pilot #4,Refugee #1,Refugee #2,Screaming Soldier,Lieutenant,Tech,Reflection Undead,Featured City Hall Undead #1,Featured City Hall Undead #2,Featured City Hall Undead #3,Featured City Hall Undead #4,Featured City Hall Undead #5,Reporter #1,Guard,Zombie Dad,Daughter,Undead Stripper #1,Undead Stripper #2,Featured IV Woman Undead,Undead Little Boy #2,Featured Undead Kid #1,Featured Undead Kid #2,Featured Undead Kid #3,Featured Rooftop Undead #1,Featured Rooftop Undead #3,Featured Undead City Walker #1,Featured Undead City Walker #2,Featured Undead City Walker #3,Featured Undead City Walker #4,Featured Undead City Walker #5,Featured Undead City Walker #6,Featured Undead City Walker #7,Featured Undead Kid #4,Featured Graveyard Undead 1,Featured ""Surplus"" Undead #2,Network Anchor #1,Network Anchor #2,Reporter #2,Reporter #3,Lab Technician,Leader Umbrella Guard,Umbrella Gate Guard,Featured School Undead,Matt Addison (archive footage)",Alexander Witt,1
50000000,"Comedy,Romance","london england,lovesickness,thailand,clumsy fellow,to drop brick,capture,woman director",28.803802,2004/11/10,40203020,108.0,Bridget Jones: The Edge of Reason,6.1,750,"Bridget Jones,Daniel Cleaver,Mark Darcy,Bridget's Dad,Bridget's Mum,Una Alconbury,Uncle Geoffrey,Rebecca,Shazza,Jude,Tom,Richard Finch,Admiral Darcy,Mrs. Darcy,Himself,Quizmaster,Jed,Commentator,Magda,Camilla,Thai prostitute,Charlie Parker-Knowles,Phrao,Thai jail girl,Bernard,Mrs. Darcy,Receptionist,Mexican Ambassador,Production Assistant,Girl in Rome,Janey,Giles Benwick,Derek,Sexy P.A.,Corset Lady,Hairdresser,Horatio,Thai Police Woman,Thai jail girl,Taxi Driver,Journalist,Director in Gallery,Thai Jail Guard",Beeban Kidron,0
50000000,"Thriller,Crime,Drama","miami,florida,double murder,divorce",14.993459,2003/10/3,55495563,105.0,Out of Time,6.1,298,"Matthias "" Lee "" Whitlock,Alex Diaz Whitlock,Ann Merai Harrison,Chae,Chris Harrison,Cabot,Deput Basle,Tony Dalton,Detective,Agent Stark,Dr. Donovan,Ramona",Carl Franklin,0
50000000,"Action,Thriller","fight,inuit,petrol,company,alaska,enviromental",9.114168,1994/2/18,49000000,102.0,On Deadly Ground,4.5,104,"Forrest Taft,Michael Jennings,Masu,MacGruder,Stone,Liles,Homer Carlton,Hugh Palmer,Big Mike,Walters",Steven Seagal,0
50000000,"Adventure,Family,Science Fiction","imaginary friend,outcast",12.31101,2005/6/10,69425966,92.0,The Adventures of Sharkboy and Lavagirl,4.4,269,"Sharkboy,Lavagirl,Max,Max's Dad,Max's Mom,Linus / Minus,Marissa / Ice Princess,Mr. Electricidad / Tobor / Ice Guardian",Robert Rodriguez,0
40000000,"Drama,Adventure,Romance,Thriller","hippie,exotic island,beach,map,group dynamics,shark attack,leader,thailand,community,backpacker,delusion,marijuana,youth,shark,extramarital affair",41.362082,2000/2/11,144056873,119.0,The Beach,6.3,1233,"Richard,Étienne,Sal,Françoise,Christo,Keaty,Zeph,Daffy,Sammy,Bugs,Karl,Sten,Hustler,Unhygienix,Sonja,",Danny Boyle,0
50000000,"Drama,Comedy,Romance","new york,pastor,world of fasion,loss of parents,mannequin,fashion designer,family relationships",13.298205,2004/5/27,49718611,119.0,Raising Helen,5.9,189,"Helen Harris,Pastor Dan Parker,Jenny Portman,Audrey Davis,Henry Davis,Sarah Davis,Dominique Courier,Lindsay Davis,Ed Portman,Nilma Prasad,Prom Date Peter,Mickey Massey,Paul Davis,Martina,Devon,BZ,Caitlin,Tinka,Landlord,Jasmine Portman,Oliver Portman,Amber,Lacey,Photographer,Club Bartender,Audrey's Friend,Ralphy,Fashion Show Model",Garry Marshall,0
40000000,"Action,Crime,Thriller","assassination,assassin,ninja fighter,revenge,ninja,ninjutsu",19.085403,2009/9/29,60462347,99.0,Ninja Assassin,6.2,371,"Raizo,Mika Coretti,Hollywood,Tattoo Master,Takeshi,Yakuza Couch,Ozunu,Maslow,Pretty Ninja,Teenage Raizo,Yakuza Henchman,Yakuza Mohawk,Laundromat Manager,Landlady,Young Kiriko,Young Raizo,Mrs. Sabatin,Aleksei Sabatin,Teenage Takeshi,Teenage Kiriko,Agent Zabranski,Battuta,Kid with Envelope,Mika's Neighbor,Kingpin,Girl on Roof,Lead Europol Agent,Europol Cell Guard,Europol Door Guard,Europol Pointman,Europol Guard,Europol Guard,Maslow's Aide,Task Force Agent,Medic,(uncredited),Jamison (uncredited),Indonesian Shopman - Istanbul (uncredited)",James McTeigue,0
50000000,"Drama,Thriller,Crime","blackmail,strip club,striptease,police,u.s. congress",11.106006,1996/6/28,113309743,115.0,Striptease,4.4,205,"Erin Grant,David Dilbeck,Lt. Al Garcia,Shad,Darrell Grant,Malcolm Moldovsky,Angela Grant,Orly,Erb Crandal,Alan Mordecai,Urbanna Sprawl,Lorelei,Ariel Sharon,Rita Grant,Donna Garcia,Tiffany,Monique, Jr.,Chico",Andrew Bergman,0
50000000,"Crime,Drama,Thriller","detective,secret,fbi,homicide,evidence,nerd,vice,intellectual,high school,partner,murder,rich,forensic",16.167093,2002/4/19,56714147,120.0,Murder by Numbers,6.0,268,"Cassie Mayweather,Sam Kennedy,Richard Haywood,Justin Pendleton,Lisa Mills,Ray Feathers,Captain Rod Cody,Asst. D.A. Al Swanson,Ms. Elder,Restaurant Manager,Mr. Chechi,Olivia Lake, the Victim,Male Officer in Flashback,Lab Technician,Lawyer,Female Officer in Flashback,Parole Board Marshall,Nurse,Fingerprint Technician,Criminalist #1 at Ray's House,Criminalist #2 at Ray's House,Richard's Mother,Paramedic,Justin's Mother,Cop at Richard's House,Cop at First Crime Scene",Barbet Schroeder,0
50000000,"Action,Adventure,Crime,Thriller","competition,assassination,cia,bank,cat,mexican standoff,seattle,hitman,mission of murder,hidden camera,rivalry,rescue,shootout,police chase,sniper rifle,silencer,double cross,caribbean,detroit michigan",23.073933,1995/10/6,30303072,132.0,Assassins,6.0,387,"Robert Rath,Miguel Bain,Electra,Nicolai Tashlinkov,Ketcham,Alan Branch,Jennifer, Electra's Neighbor,Bob,Remy,Buyer with Remy,Buyer with Remy,Cop,Cop,Cemetery Caretaker,Dowager,Cementary woman,Kid in plaza",Richard Donner,0
50000000,"Crime,Drama,Thriller","winter,psychopath,horror,serial killer",6.567065,2007/2/6,82169884,121.0,Hannibal Rising,6.0,654,"Hannibal Lecter,Hannibal Lecter (young),Lady Murasaki,Inspector Popil,Vladis Grutas,Enrikas Dortlich,Petras Kolnas,Zigmas Milko,Bronys Grentz,Mischa,Father Lecter,Mother Lecter,Nanny,Lothar,Berndt,Professor Dumas,Kolnas's Son",Peter Webber,0
50000000,"Comedy,Drama,Romance","love of one's life,therapist,psychology,wedding,relationship,divorce",6.22577,1999/10/13,58900031,95.0,The Story of Us,5.9,75,"Ben Jordan,Katie Jordan,Stan,Erin Jordan at ten,Josh Jordan at twelve,Josh Jordan at two and a half,Liza,Rachel,Dave, Ben's literary agent,Arnie Jordan,Lillian Jordan,Dot,Harry,Josh Jordan at Three,Dr. Rifkin,Dr. Siegler,Waiter",Rob Reiner,0
44000000,"Action,Adventure,Romance,Science Fiction,Thriller","based on novel,mass murder,dystopia,genocide,alien invasion,duringcreditsstinger,interspecies romance,alien parasites",42.933027,2013/3/22,63327201,125.0,The Host,6.0,1817,"Melanie Stryder / Wanda,The Seeker / Lacey,Ian O'Shea,Jeb Stryder,Maggie Stryder,Jared Howe,Jamie Stryder,Kyle O'Shea,Seeker Reed,Wanda,Soul Fleur,Soul Anshu,Soul Winters,Soul Lake,Soul Nafisa,Seeker Song,Seeker Sands,Seeker Wolfe,Seeker Waverley,Healer Fords,Trevor Stryder,Soul Raines,Seeker Pavo,Brandt,Doc,Wes,Lily,Seeker Hawke,Seeker Summers,Soul Pearle,Healer Skye,Seeker Nova,Seeker Burns,Nate,Seeker Dawn,Seeker Zephyr",Andrew Niccol,1
50000000,"Action,Drama,Mystery,Thriller,Crime","drug addiction,military court,panama,military service,court,ranger,supreme court,lager,military crime",19.226763,2003/4/18,42792561,98.0,Basic,6.2,286,"Hardy,Osborne,West,Kendall,Styles,Dunbar,Nunez,Castro,Pike,Mueller,Vilmer,Helicopter Pilot,Helicopter Pilot,Nurse #1,MP,G.I. on the Tarmac,Jeep Driver",John McTiernan,0
