budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
3200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,39037,"[{""id"": 10183, ""name"": ""independent film""}]",en,The Good Guy,"Ambitious young Manhattanite and urban conservationist Beth (Bledel) wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of all. Beth falls hard for Tommy (Porter), a sexy, young Wall Street hot-shot. But just as everything seems to be falling into place, complications arise in the form of Tommy's sensitive and handsome co-worker Daniel (Greenberg). Beth soon learns that the game of love in the big city is a lot like Wall Street -- high risk, high reward and everybody has an angle.",2.631688,"[{""name"": ""Belladonna Productions"", ""id"": 2341}, {""name"": ""Whitest Pouring Films"", ""id"": 26127}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009/4/25,0,90,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,,The Good Guy,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,22805,"[{""id"": 2784, ""name"": ""mother role""}, {""id"": 10851, ""name"": ""blog""}, {""id"": 187056, ""name"": ""woman director""}]",en,Motherhood,"Motherhood is a comedy written and directed by Katherine Dieckmann, and stars Uma Thurman, Anthony Edwards and Minnie Driver. Shot on location in New York’s West Village, focuses on the dilemmas of motherhood, such as marriage, work, and self, shown in the trials and tribulations of one pivotal day.",10.955567,"[{""name"": ""John Wells Productions"", ""id"": 1512}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009/1/21,0,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Motherhood,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",http://www.freestylemovie.com/,39055,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Free Style,"Cale Bryant is determined to win a coveted spot on the Grand National motocross racing team. With the support of his loving mother, precocious little sister and new girlfriend, Cale proves against all odds that he has the heart, the willpower and the courage never to give up on his dream.",0.122874,"[{""name"": ""Rigel Entertainment"", ""id"": 5221}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2008/12/24,140987,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's Time To Soar.,Free Style,,
10000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,245846,"[{""id"": 5657, ""name"": ""australia""}, {""id"": 156948, ""name"": ""missing child""}, {""id"": 157906, ""name"": ""outback""}, {""id"": 164044, ""name"": ""alcoholic drink""}, {""id"": 166490, ""name"": ""troubled marriage""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 193760, ""name"": ""australian outback""}, {""id"": 197430, ""name"": ""missing daughter""}]",en,Strangerland,"Newly arrived to a remote desert town, Catherine and Matthew are tormented by a suspicion when their two teenage children mysteriously vanish.",5.145655,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2015/7/1,17472,111,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,To find the truth they must lose themselves.,Strangerland,,
10000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.jankypromoters.com/,25186,[],en,Janky Promoters,Two shady concert promoters get into hot water when their chance to book a superstar rapper goes awry.,1.728816,"[{""name"": ""Cube Vision"", ""id"": 2780}, {""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009/10/16,9069,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Janky Promoters,,
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,15017,"[{""id"": 6593, ""name"": ""stripper""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 12392, ""name"": ""best friend""}]",en,Blonde Ambition,A young professional woman (Simpson) unwittingly becomes the pawn of two business executives in their bid to oust the head of a mega-conglomerate.,3.064563,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007/12/21,0,93,"[{""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Small-town girl. Big-time dreams.,Blonde Ambition,,
14100000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,12245,"[{""id"": 2303, ""name"": ""mathematician""}, {""id"": 6009, ""name"": ""mathematics""}, {""id"": 8095, ""name"": ""oxford""}, {""id"": 8264, ""name"": ""symbol""}, {""id"": 163392, ""name"": ""triangle""}, {""id"": 209117, ""name"": ""mass child killing""}]",en,The Oxford Murders,"At Oxford University, a professor and a grad student work together to try and stop a potential series of murders seemingly linked by mathematical symbols",9.318033,"[{""name"": ""La Fabrique de Films"", ""id"": 2673}, {""name"": ""Telecinco Cinema"", ""id"": 2674}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2008/1/18,0,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,There is no way of finding a single absolute truth,The Oxford Murders,,
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://reefmovie.com/,49787,"[{""id"": 1422, ""name"": ""boat""}, {""id"": 3735, ""name"": ""boat accident""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15098, ""name"": ""great white shark""}]",en,The Reef,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.,7.245108,"[{""name"": ""Lightning Entertainment"", ""id"": 3256}, {""name"": ""Screen Australia"", ""id"": 7584}, {""name"": ""Screen NSW"", ""id"": 10951}, {""name"": ""ProdigyMovies"", ""id"": 22897}, {""name"": ""Mysterious Light"", ""id"": 22898}]","[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",2010/5/15,0,94,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pl"", ""name"": ""Polski""}]",Released,Pray That You Drown First,The Reef,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,16358,"[{""id"": 6625, ""name"": ""family secrets""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 146946, ""name"": ""death in family""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 204904, ""name"": ""exploding boat""}]",en,Eulogy,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",9.085482,"[{""name"": ""Myriad Pictures"", ""id"": 738}, {""name"": ""Artisan Entertainment"", ""id"": 2188}, {""name"": ""Eulogy Productions LLC"", ""id"": 25918}, {""name"": ""Ovation Entertainment"", ""id"": 25919}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/10/15,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,Eulogy,,
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 14, ""name"": ""Fantasy""}]",,7006,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 9826, ""name"": ""murder""}]",en,White Noise 2: The Light,"A man's family brought back from the verge of death, he then discovers he can identify people who are about to die.",6.814247,"[{""name"": ""Brightlight Pictures"", ""id"": 1063}, {""name"": ""Gold Circle Films"", ""id"": 12026}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007/1/5,0,99,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes they don't come back alone.,White Noise 2: The Light,,
10000000,"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}]",,66767,"[{""id"": 190341, ""name"": ""sporting event""}]",en,Beat the World,"Three dance crews – one Latin American, one European and one Canadian – prepare to battle at the International Beat the World competition in Detroit. Along the way, they struggle with gambling debt, bad break-ups and their own egos. In the final showdown to become world champions they find that their lifelong hopes, dreams and even lives, are at stake.",2.873796,"[{""name"": ""The Harold Greenberg Fund"", ""id"": 807}, {""name"": ""Ontario Media Development Corporation (OMDC)"", ""id"": 11576}, {""name"": ""Telefilm Canada - Equity Investment Program"", ""id"": 53477}, {""name"": ""Inner City Films"", ""id"": 64829}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",2011/6/10,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Feel the beat, live the dream.",Beat the World,,
9000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.universalpictures.com/bestman/,16162,[],en,The Best Man,"Harper, a writer who's about to explode into the mainstream leaves behind his girlfriend Robin and heads to New York City to serve as best man for his friend Lance's wedding. Once there, he reunites with the rest of his college circle.",3.951041,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999/10/22,34573780,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Best Man,,
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,10585,"[{""id"": 1419, ""name"": ""gun""}, {""id"": 1421, ""name"": ""birthday""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 4290, ""name"": ""toy""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 15127, ""name"": ""killer""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 201120, ""name"": ""ginger""}]",en,Child's Play,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed with the soul of a serial killer.",27.600843,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988/11/8,44196684,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Chucky is one mean S.O.B.,Child's Play,,
9000000,"[{""id"": 99, ""name"": ""Documentary""}]",,2359,"[{""id"": 211, ""name"": ""bureaucracy""}, {""id"": 279, ""name"": ""usa""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 701, ""name"": ""cuba""}, {""id"": 1279, ""name"": ""medicine""}, {""id"": 4404, ""name"": ""guantanamo bay""}, {""id"": 6137, ""name"": ""assurance""}, {""id"": 6514, ""name"": ""health care""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 13005, ""name"": ""doctor""}, {""id"": 40895, ""name"": ""illness""}, {""id"": 161288, ""name"": ""existence""}]",en,Sicko,"Sicko is a Michael Moore documentary about the corrupt health care system in The United States who's main goal is to make profit even if it means losing peoples lives. ""The more people you deny health insurance the more money we make"" is the business model for health care providers in America.",14.098952,"[{""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007/5/18,24538513,123,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,This might hurt a little.,Sicko,,
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,238636,"[{""id"": 992, ""name"": ""bus""}, {""id"": 1376, ""name"": ""assault rifle""}, {""id"": 1589, ""name"": ""sniper""}, {""id"": 3544, ""name"": ""machete""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15068, ""name"": ""one day""}, {""id"": 15069, ""name"": ""masked man""}, {""id"": 33632, ""name"": ""apartment""}, {""id"": 34079, ""name"": ""death""}, {""id"": 50009, ""name"": ""survival horror""}, {""id"": 187028, ""name"": ""gatling gun""}]",en,The Purge: Anarchy,"Three groups of people are trying to survive Purge Night, when their stories intertwine and are left stranded in The Purge trying to survive the chaos and violence that occurs.",82.975841,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Why Not Productions"", ""id"": 729}, {""name"": ""Platinum Dunes"", ""id"": 2481}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""5150 Action"", ""id"": 47354}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014/7/17,108782847,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Welcome to America, where one night a year, all crime Is legal.",The Purge: Anarchy,,
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10749, ""name"": ""Romance""}]",,10472,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 3805, ""name"": ""relocation""}, {""id"": 5756, ""name"": ""man-woman relation""}, {""id"": 9673, ""name"": ""love""}]",en,Down to You,"College coeds in New York City, Al, the son of a celebrity chef, and Imogen, a talented artist, become smitten the second they lay eyes on one another at a bar. However, the road to happiness is not a smooth one. Outside forces, including a predatory porn star who wants to lure Al into her bed, threaten to pull apart the young lovers before their romance has a chance to really flourish.",3.269459,"[{""name"": ""Miramax Films"", ""id"": 14}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000/1/21,0,91,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,A new comedy about giving first love a second chance.,Down to You,,
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",,11282,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 587, ""name"": ""amsterdam""}, {""id"": 1820, ""name"": ""trip""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 8224, ""name"": ""cannabis""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11492, ""name"": ""smoking marijuana""}, {""id"": 15214, ""name"": ""buddy""}, {""id"": 54169, ""name"": ""stoner""}, {""id"": 157748, ""name"": ""fast food""}, {""id"": 162914, ""name"": ""one night""}, {""id"": 167541, ""name"": ""buddy comedy""}, {""id"": 167631, ""name"": ""munchies""}, {""id"": 167642, ""name"": ""crop circle""}, {""id"": 167656, ""name"": ""rich parents""}, {""id"": 167663, ""name"": ""car siren""}, {""id"": 167664, ""name"": ""blood spurting""}]",en,Harold & Kumar Go to White Castle,"Sometimes, it takes a strange night to put everything else into focus. And that's exactly what happens to Harold and his roommate, Kumar, when they set out to get the best stoner fix money can buy: White Castle hamburgers. Both guys are at a crossroads, about to make major decisions that will affect the course of their lives. Yet they arrive at wisdom by accident as they drive around New Jersey in search of fast food.",18.514292,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/5/30,23936908,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,Fast Food. High Times.,Harold & Kumar Go to White Castle,,
9000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,6521,"[{""id"": 6078, ""name"": ""politics""}, {""id"": 9937, ""name"": ""suspense""}]",en,The Contender,"Political thriller about Laine Hanson's nomination and confirmation as Vice President. An allegation that she was involved in a sexual orgy at the age of 19 is leaked to the press. As pressure mounts on Laine, she's torn between fighting back or sticking to her principles and refusing to comment on the allegations.",7.029126,"[{""name"": ""Battleplan Productions"", ""id"": 2108}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000/10/13,0,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Sometimes you can assassinate a leader without firing a shot.,The Contender,,
26000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,14181,"[{""id"": 6118, ""name"": ""finances""}, {""id"": 179018, ""name"": ""stock broker""}, {""id"": 193889, ""name"": ""investment firm""}]",en,Boiler Room,"A college dropout gets a job as a broker for a suburban investment firm, which puts him on the fast track to success, but the job might not be as legitimate as it sounds.",11.233081,"[{""name"": ""New Line Cinema"", ""id"": 12}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000/2/18,28780255,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,Welcome to the new American dream.,Boiler Room,,
40600000,"[{""id"": 35, ""name"": ""Comedy""}]",,1621,"[{""id"": 5570, ""name"": ""christmas tree""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 5628, ""name"": ""broker""}, {""id"": 5642, ""name"": ""beggar""}, {""id"": 7597, ""name"": ""dollar""}, {""id"": 11411, ""name"": ""wager""}, {""id"": 11860, ""name"": ""fish out of water""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 160478, ""name"": ""commodities""}, {""id"": 160483, ""name"": ""investor""}, {""id"": 160486, ""name"": ""big shot""}, {""id"": 160488, ""name"": ""hoodlum""}, {""id"": 160497, ""name"": ""wrongful arrest""}, {""id"": 160500, ""name"": ""santa hat""}]",en,Trading Places,A snobbish investor and a wily street con-artist find their positions reversed as part of a bet by two callous millionaires.,34.022209,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cinema Group Ventures"", ""id"": 11142}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983/6/7,90400000,116,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}]",Released,Some very funny business.,Trading Places,,
9000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,9656,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 2467, ""name"": ""difficult childhood""}, {""id"": 3321, ""name"": ""childhood memory""}, {""id"": 5707, ""name"": ""childhood trauma""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 13112, ""name"": ""murderer""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 186466, ""name"": ""christmas horror""}]",en,Black Christmas,"An escaped maniac returns to his childhood home on Christmas Eve, which is now a sorority house, and begins to murder the sorority sisters one by one. A remake of the 1974 horror movie, Black Christmas (1974).",4.134327,"[{""name"": ""Dimension Films"", ""id"": 7405}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006/12/25,21510851,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,"This holiday season, the slay ride begins.",Black Christmas,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,16428,"[{""id"": 160815, ""name"": ""best selling author""}]",en,Breakin' All the Rules,"Inspired by his fiancée (who dumped him), a man publishes a break-up handbook for men, becoming a bestselling author in the process.",6.904734,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Breakup Productions"", ""id"": 5673}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004/5/14,0,85,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,When it comes to getting dumped... He wrote the book.,Breakin' All the Rules,,
9000000,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}]",,10705,"[{""id"": 497, ""name"": ""shakespeare""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 6091, ""name"": ""war""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 155453, ""name"": ""gritty""}, {""id"": 161257, ""name"": ""medieval""}, {""id"": 186686, ""name"": ""king of england""}]",en,Henry V,Gritty adaption of William Shakespeare's play about the English King's bloody conquest of France.,4.641006,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Samuel Goldwyn Company"", ""id"": 798}, {""name"": ""Renaissance Films"", ""id"": 3102}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1989/10/5,0,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,The great adventure of a king who defied the odds to prove himself a man.,Henry V,,
0,"[{""id"": 18, ""name"": ""Drama""}]",http://www.foxsearchlight.com/thesavages,8272,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 894, ""name"": ""depression""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 2074, ""name"": ""pflegeheim""}, {""id"": 3746, ""name"": ""professor for literature""}, {""id"": 5153, ""name"": ""son""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 5903, ""name"": ""alzheimer""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 6192, ""name"": ""relation""}, {""id"": 7094, ""name"": ""pflegen""}, {""id"": 7368, ""name"": ""alienation""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 11925, ""name"": ""domestic violence""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 18035, ""name"": ""family""}, {""id"": 156195, ""name"": ""family feud""}, {""id"": 170652, ""name"": ""father figure""}, {""id"": 187056, ""name"": ""woman director""}]",en,The Savages,A sister and brother face the realities of familial responsibility as they begin to care for their ailing father.,5.663889,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Ad Hominem Enterprises"", ""id"": 2361}, {""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Lone Star Film Group"", ""id"": 23105}, {""name"": ""Savage Productions"", ""id"": 67504}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007/1/19,0,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Savages,,
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,24621,"[{""id"": 187056, ""name"": ""woman director""}]",en,Chasing Papi,"Playboy Thomas Fuentes has so far been able to skate by in life on good looks and charm alone. But when his duplicitous relationships with three women -- impassioned waitress Cici, meticulous lawyer Lorena and bored socialite Patricia -- spiral out of control, he suffers a mental breakdown. His doctor recommends that he choose just one girlfriend -- but can he choose in time before they discover his deception?",1.118511,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003/4/16,6126237,80,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Three women. Three cities. Three times the trouble.,Chasing Papi,,
8500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",,1619,"[{""id"": 75, ""name"": ""gunslinger""}, {""id"": 534, ""name"": ""mexico""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 1336, ""name"": ""ransom""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 5098, ""name"": ""sperm bank""}, {""id"": 5626, ""name"": ""from rags to riches""}, {""id"": 7638, ""name"": ""surrogate mother""}, {""id"": 10594, ""name"": ""money""}, {""id"": 12371, ""name"": ""gunfight""}, {""id"": 13017, ""name"": ""drifter""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 33626, ""name"": ""millionaire""}, {""id"": 168713, ""name"": ""neo-western""}]",en,The Way of the Gun,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.",8.775844,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000/9/8,19125401,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,,The Way of the Gun,,
9000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,9685,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 8917, ""name"": ""patenonkel""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 13072, ""name"": ""falling in love""}]",en,Igby Goes Down,A young man's peculiar upbringing renders him unable to competently cope with the struggle of growing up.,2.062087,"[{""name"": ""United Artists"", ""id"": 60}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002/9/13,4777465,97,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Insanity is relative.,Igby Goes Down,,
9000000,"[{""id"": 35, ""name"": ""Comedy""}]",,14425,"[{""id"": 6732, ""name"": ""mascot""}, {""id"": 171691, ""name"": ""beer keg""}, {""id"": 171692, ""name"": ""political correctness""}, {""id"": 171695, ""name"": ""ultimate frisbee""}, {""id"": 171698, ""name"": ""funky music""}, {""id"": 171703, ""name"": ""fund raiser""}, {""id"": 171704, ""name"": ""stage diving""}]",en,PCU,"Nervous high school senior Tom Lawrence visits Port Chester University, where he gets a taste of politically correct college life when he's guided by fraternity wild man Droz and his housemates at The Pit. But Droz and his pals have rivals in nasty preppy Rand McPherson and the school's steely president. With their house threatened with expulsion, Droz and company decide to throw a raging party where the various factions will collide.",8.738737,"[{""name"": ""Paul Schiff Productions"", ""id"": 23596}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994/4/29,4350774,79,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Flunk 'em if they can't take a joke.,PCU,,
